authored_selector	emitted_metric	source_family	source_type	source_labels	operator_owner	entity_identity	signal_role	observation_population	cross_family_relationship	unit_algebra	label_roles_and_optionality	availability_gate	evidence_and_uncertainty	disposition	destination	source_path
ceph_bluestore_buffer_bytes	ceph_bluestore_buffer_bytes	ceph_bluestore_buffer_bytes	gauge	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Space and Core State	*	capacity/resource	Buffer Cache Residency (bytes); source meaning: Number of buffer bytes in cache	single-population chart; no cross-family arithmetic	source-current lifecycle -> raw current value -> absolute -> bytes; counted/measured object: Buffer Cache Residency / buffer_bytes	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Space and Core State / Buffer Cache Residency [buffer_cache_residency; bytes; absolute]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6488; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6425; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5263
ceph_bluestore_buffer_hit_bytes	ceph_bluestore_buffer_hit_bytes	ceph_bluestore_buffer_hit_bytes	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Space and Core State	*	workload/outcome	Byte Throughput (bytes/s); source meaning: Sum for bytes of read hit in the cache	source-verified shared population and rendered algebra for Byte Throughput; comparable dimensions: hit_bytes, miss_bytes	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> bytes/s; counted/measured object: Byte Throughput / hit_bytes	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Space and Core State / Byte Throughput [byte_throughput; bytes/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6493; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6430; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5268
ceph_bluestore_buffer_miss_bytes	ceph_bluestore_buffer_miss_bytes	ceph_bluestore_buffer_miss_bytes	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Space and Core State	*	error/outcome	Byte Throughput (bytes/s); source meaning: Sum for bytes of read missed in the cache	source-verified shared population and rendered algebra for Byte Throughput; comparable dimensions: hit_bytes, miss_bytes	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> bytes/s; counted/measured object: Byte Throughput / miss_bytes	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Space and Core State / Byte Throughput [byte_throughput; bytes/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6498; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6435; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5273
ceph_bluestore_buffers	ceph_bluestore_buffers	ceph_bluestore_buffers	gauge	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Space and Core State	*	domain signal	Current Work (items); source meaning: Number of buffers in cache	single-population chart; no cross-family arithmetic	source-current lifecycle -> raw current value -> absolute -> items; counted/measured object: Current Work / value	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Space and Core State / Current Work [current_work; items; absolute]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6486; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6423; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5261
ceph_bluestore_clist_lat_count	ceph_bluestore_clist_lat_count	ceph_bluestore_clist_lat_count	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Space and Core State	*	latency	Latency Measurements (operations/s); source meaning: Average collection listing latency Count	source-verified shared population and rendered algebra for Latency Measurements; comparable dimensions: clist_lat, kv_commit_lat, kv_final_lat, kv_flush_lat, kv_sync_lat	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> operations/s; counted/measured object: Latency Measurements / clist_lat	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Space and Core State / Latency Measurements [latency_measurements; operations/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6556; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6485; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5323
ceph_bluestore_clist_lat_sum	ceph_bluestore_clist_lat_sum	ceph_bluestore_clist_lat_sum	gauge	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Space and Core State	*	latency	Accumulated Latency (seconds/s); source meaning: Average collection listing latency Total	source-verified shared population and rendered algebra for Accumulated Latency; comparable dimensions: clist_lat, kv_commit_lat, kv_final_lat, kv_flush_lat, kv_sync_lat	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> seconds/s; counted/measured object: Accumulated Latency / clist_lat	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Space and Core State / Accumulated Latency [accumulated_latency; seconds/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6556; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6485; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5323
ceph_bluestore_compress_lat_count	ceph_bluestore_compress_lat_count	ceph_bluestore_compress_lat_count	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	latency	Latency Measurements (operations/s); source meaning: Average compress latency Count	source-verified shared population and rendered algebra for Latency Measurements; comparable dimensions: compress_lat, csum_lat, decompress_lat	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> operations/s; counted/measured object: Latency Measurements / compress_lat	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Latency Measurements [latency_measurements; operations/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6447; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6386; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5224
ceph_bluestore_compress_lat_sum	ceph_bluestore_compress_lat_sum	ceph_bluestore_compress_lat_sum	gauge	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	latency	Accumulated Latency (seconds/s); source meaning: Average compress latency Total	source-verified shared population and rendered algebra for Accumulated Latency; comparable dimensions: compress_lat, csum_lat, decompress_lat	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> seconds/s; counted/measured object: Accumulated Latency / compress_lat	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Accumulated Latency [accumulated_latency; seconds/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6447; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6386; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5224
ceph_bluestore_compress_rejected_count	ceph_bluestore_compress_rejected_count	ceph_bluestore_compress_rejected_count	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	error/outcome	Compression Operations (operations/s); source meaning: Sum for compress ops rejected due to low net gain of space	source-verified shared population and rendered algebra for Compression Operations; comparable dimensions: compress_rejected, compress_success	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> operations/s; counted/measured object: Compression Operations / compress_rejected	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Compression Operations [compression_operations; operations/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6455; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6394; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5232
ceph_bluestore_compress_success_count	ceph_bluestore_compress_success_count	ceph_bluestore_compress_success_count	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	workload/outcome	Compression Operations (operations/s); source meaning: Sum for beneficial compress ops	source-verified shared population and rendered algebra for Compression Operations; comparable dimensions: compress_rejected, compress_success	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> operations/s; counted/measured object: Compression Operations / compress_success	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Compression Operations [compression_operations; operations/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6453; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6392; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5230
ceph_bluestore_compressed	ceph_bluestore_compressed	ceph_bluestore_compressed	gauge	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	capacity/resource	Space and Memory (bytes); source meaning: Sum for stored compressed bytes	source-verified shared population and rendered algebra for Space and Memory; comparable dimensions: compressed, allocated, original	source-current lifecycle -> raw current value -> absolute -> bytes; counted/measured object: Space and Memory / compressed	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Space and Memory [space; bytes; absolute]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6438; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6377; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5215
ceph_bluestore_compressed_allocated	ceph_bluestore_compressed_allocated	ceph_bluestore_compressed_allocated	gauge	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	capacity/resource	Space and Memory (bytes); source meaning: Sum for bytes allocated for compressed data	source-verified shared population and rendered algebra for Space and Memory; comparable dimensions: compressed, allocated, original	source-current lifecycle -> raw current value -> absolute -> bytes; counted/measured object: Space and Memory / allocated	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Space and Memory [space; bytes; absolute]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6441; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6380; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5218
ceph_bluestore_compressed_original	ceph_bluestore_compressed_original	ceph_bluestore_compressed_original	gauge	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	capacity/resource	Space and Memory (bytes); source meaning: Sum for original bytes that were compressed	source-verified shared population and rendered algebra for Space and Memory; comparable dimensions: compressed, allocated, original	source-current lifecycle -> raw current value -> absolute -> bytes; counted/measured object: Space and Memory / original	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Space and Memory [space; bytes; absolute]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6444; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6383; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5221
ceph_bluestore_csum_lat_count	ceph_bluestore_csum_lat_count	ceph_bluestore_csum_lat_count	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	latency	Latency Measurements (operations/s); source meaning: Average checksum latency Count	source-verified shared population and rendered algebra for Latency Measurements; comparable dimensions: compress_lat, csum_lat, decompress_lat	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> operations/s; counted/measured object: Latency Measurements / csum_lat	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Latency Measurements [latency_measurements; operations/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6331; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6273; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5111
ceph_bluestore_csum_lat_sum	ceph_bluestore_csum_lat_sum	ceph_bluestore_csum_lat_sum	gauge	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	latency	Accumulated Latency (seconds/s); source meaning: Average checksum latency Total	source-verified shared population and rendered algebra for Accumulated Latency; comparable dimensions: compress_lat, csum_lat, decompress_lat	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> seconds/s; counted/measured object: Accumulated Latency / csum_lat	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Accumulated Latency [accumulated_latency; seconds/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6331; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6273; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5111
ceph_bluestore_decompress_lat_count	ceph_bluestore_decompress_lat_count	ceph_bluestore_decompress_lat_count	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	latency	Latency Measurements (operations/s); source meaning: Average decompress latency Count	source-verified shared population and rendered algebra for Latency Measurements; comparable dimensions: compress_lat, csum_lat, decompress_lat	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> operations/s; counted/measured object: Latency Measurements / decompress_lat	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Latency Measurements [latency_measurements; operations/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6450; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6389; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5227
ceph_bluestore_decompress_lat_sum	ceph_bluestore_decompress_lat_sum	ceph_bluestore_decompress_lat_sum	gauge	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	latency	Accumulated Latency (seconds/s); source meaning: Average decompress latency Total	source-verified shared population and rendered algebra for Accumulated Latency; comparable dimensions: compress_lat, csum_lat, decompress_lat	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> seconds/s; counted/measured object: Accumulated Latency / decompress_lat	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Accumulated Latency [accumulated_latency; seconds/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6450; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6389; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5227
ceph_bluestore_extent_compress	ceph_bluestore_extent_compress	ceph_bluestore_extent_compress	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Compression and Checksums	*	domain signal	Compressed Extents (extents/s); source meaning: Sum for extents that have been removed due to compression	single-population chart; no cross-family arithmetic	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> extents/s; counted/measured object: Compressed Extents / extent_compress	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Compression and Checksums / Compressed Extents [compressed_extents; extents/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6511; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6448; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5286
ceph_bluestore_fragmentation_micros	ceph_bluestore_fragmentation_micros	ceph_bluestore_fragmentation_micros	gauge	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Space and Core State	*	capacity/resource	Fragmentation (per mille); source meaning: How fragmented bluestore free space is (free extents / max possible number of free extents) * 1000	single-population chart; no cross-family arithmetic	source-current lifecycle -> raw current value -> absolute -> per mille; counted/measured object: Fragmentation / value	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Space and Core State / Fragmentation [fragmentation; per mille; absolute]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6261; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6203; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5041
ceph_bluestore_gc_merged	ceph_bluestore_gc_merged	ceph_bluestore_gc_merged	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Space and Core State	*	domain signal	Garbage-Collection Merge Throughput (bytes/s); source meaning: gc_merged	single-population chart; no cross-family arithmetic	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> bytes/s; counted/measured object: Garbage-Collection Merge Throughput / gc_merged	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Space and Core State / Garbage-Collection Merge Throughput [gc_merge_throughput; bytes/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6513; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6450; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5288
ceph_bluestore_issued_deferred_write_bytes	ceph_bluestore_issued_deferred_write_bytes	ceph_bluestore_issued_deferred_write_bytes	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/I/O	*	capacity/resource	Byte Throughput (bytes/s); source meaning: Total bytes in issued deferred writes	source-verified shared population and rendered algebra for Byte Throughput; comparable dimensions: issued_deferred_write_bytes, submitted_deferred_write_bytes, write_big_bytes, write_big_skipped_bytes, write_pad_bytes, write_small_bytes, write_small_skipped_bytes	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> bytes/s; counted/measured object: Byte Throughput / issued_deferred_write_bytes	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/I/O / Byte Throughput [byte_throughput; bytes/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6406; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6345; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5183
ceph_bluestore_issued_deferred_writes	ceph_bluestore_issued_deferred_writes	ceph_bluestore_issued_deferred_writes	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/I/O	*	workload/outcome	Write Operations (writes/s); source meaning: Total deferred writes issued	source-verified shared population and rendered algebra for Write Operations; comparable dimensions: issued_deferred_writes, submitted_deferred_writes, write_big, write_big_deferred, write_new, write_small, write_small_pre_read, write_small_unused	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> writes/s; counted/measured object: Write Operations / issued_deferred_writes	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/I/O / Write Operations [write_operations; writes/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6403; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6342; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5180
ceph_bluestore_kv_commit_lat_count	ceph_bluestore_kv_commit_lat_count	ceph_bluestore_kv_commit_lat_count	counter	ceph_daemon	Ceph/Daemon Exporters/BlueStore/Space and Core State	*	latency	Latency Measurements (operations/s); source meaning: Average kv_thread commit latency Count	source-verified shared population and rendered algebra for Latency Measurements; comparable dimensions: clist_lat, kv_commit_lat, kv_final_lat, kv_flush_lat, kv_sync_lat	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> operations/s; counted/measured object: Latency Measurements / kv_commit_lat	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/BlueStore/Space and Core State / Latency Measurements [latency_measurements; operations/s; incremental]	ceph/ceph @ 0fcffee29411e3a38036764817b6e1afc59741cc; src/os/bluestore/BlueStore.cc:6349; ceph/ceph @ abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a; src/os/bluestore/BlueStore.cc:6291; ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/os/bluestore/BlueStore.cc:5129
