authored_selector	emitted_metric	source_family	source_type	source_labels	operator_owner	entity_identity	signal_role	observation_population	cross_family_relationship	unit_algebra	label_roles_and_optionality	availability_gate	evidence_and_uncertainty	disposition	destination	source_path
ray_vllm_kv_block_idle_before_evict_seconds_count	ray_vllm_kv_block_idle_before_evict_seconds_count	ray_vllm_kv_block_idle_before_evict_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Cache Residency	model_name,engine,ReplicaId,WorkerId	latency	Histogram of idle time before KV cache block eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of idle time before KV cache block eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / KV Residency Measurements [measurements; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_block_idle_before_evict_seconds_sum	ray_vllm_kv_block_idle_before_evict_seconds_sum	ray_vllm_kv_block_idle_before_evict_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Cache Residency	model_name,engine,ReplicaId,WorkerId	latency	Histogram of idle time before KV cache block eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Histogram of idle time before KV cache block eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / Accumulated KV Residency Time [accumulated_time; seconds/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_block_lifetime_seconds_bucket	ray_vllm_kv_block_lifetime_seconds_bucket	ray_vllm_kv_block_lifetime_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Cache Residency	model_name,engine,ReplicaId,WorkerId	latency	Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / KV Block Lifetime [block_lifetime; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_block_lifetime_seconds_count	ray_vllm_kv_block_lifetime_seconds_count	ray_vllm_kv_block_lifetime_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Cache Residency	model_name,engine,ReplicaId,WorkerId	latency	Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / KV Residency Measurements [measurements; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_block_lifetime_seconds_sum	ray_vllm_kv_block_lifetime_seconds_sum	ray_vllm_kv_block_lifetime_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Cache Residency	model_name,engine,ReplicaId,WorkerId	latency	Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / Accumulated KV Residency Time [accumulated_time; seconds/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_block_reuse_gap_seconds_bucket	ray_vllm_kv_block_reuse_gap_seconds_bucket	ray_vllm_kv_block_reuse_gap_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Cache Residency	model_name,engine,ReplicaId,WorkerId	latency	Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / KV Block Reuse Gap [reuse_gap; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_block_reuse_gap_seconds_count	ray_vllm_kv_block_reuse_gap_seconds_count	ray_vllm_kv_block_reuse_gap_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Cache Residency	model_name,engine,ReplicaId,WorkerId	latency	Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / KV Residency Measurements [measurements; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_block_reuse_gap_seconds_sum	ray_vllm_kv_block_reuse_gap_seconds_sum	ray_vllm_kv_block_reuse_gap_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Cache Residency	model_name,engine,ReplicaId,WorkerId	latency	Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / Accumulated KV Residency Time [accumulated_time; seconds/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_cache_usage_perc	ray_vllm_kv_cache_usage_perc	ray_vllm_kv_cache_usage_perc	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/KV Cache	model_name,engine,ReplicaId,WorkerId	utilization/resource	KV-cache usage. 1 means 100 percent usage.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> percentage; counted/measured object: KV-cache usage. 1 means 100 percent usage.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache / KV Cache Usage [usage; percentage; absolute]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_allocation_failure	ray_vllm_kv_offload_allocation_failure	ray_vllm_kv_offload_allocation_failure	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	<excluded>	<none>	error/outcome	Deprecated Ray counter compatibility gauge: Number of KV offload store allocation attempts that failed.	Ray compatibility gauge alias of the canonical counter family; default unless RAY_EXPORT_COUNTER_AS_GAUGE=0	raw gauge; no rendered unit because job-excluded	source labels=Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name; no chart identity/dimension role	Ray node metrics export; compatibility alias enabled by default and disabled with RAY_EXPORT_COUNTER_AS_GAUGE=0	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_allocation_failure_total	ray_vllm_kv_offload_allocation_failure_total	ray_vllm_kv_offload_allocation_failure_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	error/outcome	Number of KV offload store allocation attempts that failed.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> events/s; counted/measured object: Number of KV offload store allocation attempts that failed.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Admission Outcomes [admission_outcomes; events/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_cpu_allocation_size_bucket	ray_vllm_kv_offload_cpu_allocation_size_bucket	ray_vllm_kv_offload_cpu_allocation_size	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	utilization/resource	Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Allocation Size [cpu_allocation_size; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_cpu_allocation_size_count	ray_vllm_kv_offload_cpu_allocation_size_count	ray_vllm_kv_offload_cpu_allocation_size	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	utilization/resource	Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> allocations/s; counted/measured object: Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Allocation Measurements [cpu_allocation_measurements; allocations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_cpu_allocation_size_sum	ray_vllm_kv_offload_cpu_allocation_size_sum	ray_vllm_kv_offload_cpu_allocation_size	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	utilization/resource	Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> blocks/s; counted/measured object: Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Allocation Volume [cpu_allocation_volume; blocks/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_cpu_cache_read_usage_perc	ray_vllm_kv_offload_cpu_cache_read_usage_perc	ray_vllm_kv_offload_cpu_cache_read_usage_perc	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	capacity/resource	Fraction of CPU KV-cache space currently pinned by in-flight loads that have not yet completed (0.0 = idle, 1.0 = saturated).	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> percentage; counted/measured object: Fraction of CPU KV-cache space currently pinned by in-flight loads that have not yet completed (0.0 = idle, 1.0 = saturated).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Cache Usage [cpu_cache_usage; percentage; absolute]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_cpu_cache_usage_perc	ray_vllm_kv_offload_cpu_cache_usage_perc	ray_vllm_kv_offload_cpu_cache_usage_perc	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	capacity/resource	Fraction of CPU KV-cache space currently pinned by active transfers (0.0 = idle, 1.0 = saturated).	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> percentage; counted/measured object: Fraction of CPU KV-cache space currently pinned by active transfers (0.0 = idle, 1.0 = saturated).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Cache Usage [cpu_cache_usage; percentage; absolute]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_cpu_cache_write_usage_perc	ray_vllm_kv_offload_cpu_cache_write_usage_perc	ray_vllm_kv_offload_cpu_cache_write_usage_perc	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	capacity/resource	Fraction of CPU KV-cache space currently pinned by in-flight stores that have not yet completed (0.0 = idle, 1.0 = saturated).	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> percentage; counted/measured object: Fraction of CPU KV-cache space currently pinned by in-flight stores that have not yet completed (0.0 = idle, 1.0 = saturated).	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Cache Usage [cpu_cache_usage; percentage; absolute]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_load_bytes	ray_vllm_kv_offload_load_bytes	ray_vllm_kv_offload_load_bytes	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	<excluded>	<none>	capacity/resource	Deprecated Ray counter compatibility gauge: Total bytes loaded from offload storage to GPU.	Ray compatibility gauge alias of the canonical counter family; default unless RAY_EXPORT_COUNTER_AS_GAUGE=0	raw gauge; no rendered unit because job-excluded	source labels=Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name; no chart identity/dimension role	Ray node metrics export; compatibility alias enabled by default and disabled with RAY_EXPORT_COUNTER_AS_GAUGE=0	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_load_bytes_total	ray_vllm_kv_offload_load_bytes_total	ray_vllm_kv_offload_load_bytes_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	capacity/resource	Total bytes loaded from offload storage to GPU.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> bytes/s; counted/measured object: Total bytes loaded from offload storage to GPU.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Transfer Byte Accounting [transfer_bytes; bytes/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_load_size_bucket	ray_vllm_kv_offload_load_size_bucket	ray_vllm_kv_offload_load_size	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	workload/outcome	Histogram of KV offload load operation size, in bytes.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of KV offload load operation size, in bytes.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Load Size [load_size; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_load_size_count	ray_vllm_kv_offload_load_size_count	ray_vllm_kv_offload_load_size	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	workload/outcome	Histogram of KV offload load operation size, in bytes.	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> operations/s; counted/measured object: Histogram of KV offload load operation size, in bytes.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Transfer Operations [transfer_operations; operations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_load_size_sum	ray_vllm_kv_offload_load_size_sum	ray_vllm_kv_offload_load_size	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	workload/outcome	Histogram of KV offload load operation size, in bytes.	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> bytes/s; counted/measured object: Histogram of KV offload load operation size, in bytes.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Transfer Byte Accounting [transfer_bytes; bytes/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_load_time	ray_vllm_kv_offload_load_time	ray_vllm_kv_offload_load_time	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	<excluded>	<none>	latency	Deprecated Ray counter compatibility gauge: Total load time from offload storage to GPU, in seconds.	Ray compatibility gauge alias of the canonical counter family; default unless RAY_EXPORT_COUNTER_AS_GAUGE=0	raw gauge; no rendered unit because job-excluded	source labels=Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name; no chart identity/dimension role	Ray node metrics export; compatibility alias enabled by default and disabled with RAY_EXPORT_COUNTER_AS_GAUGE=0	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_load_time_total	ray_vllm_kv_offload_load_time_total	ray_vllm_kv_offload_load_time_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	latency	Total load time from offload storage to GPU, in seconds.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> in-flight; counted/measured object: Total load time from offload storage to GPU, in seconds.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Transfer Concurrency [transfer_concurrency; in-flight; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_kv_offload_lookup_async_delay_seconds_bucket	ray_vllm_kv_offload_lookup_async_delay_seconds_bucket	ray_vllm_kv_offload_lookup_async_delay_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/KV Offloading	model_name,engine,ReplicaId,WorkerId	latency	Histogram of time between a request's offload lookup first deferring and the following lookup resolving, or request finish, in seconds.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of time between a request's offload lookup first deferring and the following lookup resolving, or request finish, in seconds.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Asynchronous Lookup Delay [lookup_async_delay; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
