authored_selector	emitted_metric	source_family	source_type	source_labels	operator_owner	entity_identity	signal_role	observation_population	cross_family_relationship	unit_algebra	label_roles_and_optionality	availability_gate	evidence_and_uncertainty	disposition	destination	source_path
vllm:kv_block_idle_before_evict_seconds_sum	vllm:kv_block_idle_before_evict_seconds_sum	vllm:kv_block_idle_before_evict_seconds	histogram	engine,le,model_name	vLLM/KV Cache Residency	model_name,engine	latency	Histogram of idle time before KV cache block eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Histogram of idle time before KV cache block eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV-cache metrics sampling	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / Accumulated KV Residency Time [accumulated_time; seconds/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_block_idle_before_evict_seconds_created	vllm:kv_block_idle_before_evict_seconds_created	vllm:kv_block_idle_before_evict_seconds_created	gauge	engine,model_name	<excluded>	<none>	latency	Histogram of idle time before KV cache block eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	KV-cache metrics sampling	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_block_lifetime_seconds_bucket	vllm:kv_block_lifetime_seconds_bucket	vllm:kv_block_lifetime_seconds	histogram	engine,le,model_name	vLLM/KV Cache Residency	model_name,engine	latency	Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV-cache metrics sampling	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / KV Block Lifetime [block_lifetime; observations/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_block_lifetime_seconds_count	vllm:kv_block_lifetime_seconds_count	vllm:kv_block_lifetime_seconds	histogram	engine,le,model_name	vLLM/KV Cache Residency	model_name,engine	latency	Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV-cache metrics sampling	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / KV Residency Measurements [measurements; observations/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_block_lifetime_seconds_sum	vllm:kv_block_lifetime_seconds_sum	vllm:kv_block_lifetime_seconds	histogram	engine,le,model_name	vLLM/KV Cache Residency	model_name,engine	latency	Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV-cache metrics sampling	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / Accumulated KV Residency Time [accumulated_time; seconds/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_block_lifetime_seconds_created	vllm:kv_block_lifetime_seconds_created	vllm:kv_block_lifetime_seconds_created	gauge	engine,model_name	<excluded>	<none>	latency	Histogram of KV cache block lifetime from allocation to eviction. Sampled metrics (controlled by --kv-cache-metrics-sample).	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	KV-cache metrics sampling	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_block_reuse_gap_seconds_bucket	vllm:kv_block_reuse_gap_seconds_bucket	vllm:kv_block_reuse_gap_seconds	histogram	engine,le,model_name	vLLM/KV Cache Residency	model_name,engine	latency	Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV-cache metrics sampling	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / KV Block Reuse Gap [reuse_gap; observations/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_block_reuse_gap_seconds_count	vllm:kv_block_reuse_gap_seconds_count	vllm:kv_block_reuse_gap_seconds	histogram	engine,le,model_name	vLLM/KV Cache Residency	model_name,engine	latency	Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV-cache metrics sampling	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / KV Residency Measurements [measurements; observations/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_block_reuse_gap_seconds_sum	vllm:kv_block_reuse_gap_seconds_sum	vllm:kv_block_reuse_gap_seconds	histogram	engine,le,model_name	vLLM/KV Cache Residency	model_name,engine	latency	Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV-cache metrics sampling	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache Residency / Accumulated KV Residency Time [accumulated_time; seconds/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_block_reuse_gap_seconds_created	vllm:kv_block_reuse_gap_seconds_created	vllm:kv_block_reuse_gap_seconds_created	gauge	engine,model_name	<excluded>	<none>	latency	Histogram of time gaps between consecutive KV cache block accesses. Only the most recent accesses are recorded (ring buffer). Sampled metrics (controlled by --kv-cache-metrics-sample).	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	KV-cache metrics sampling	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_cache_usage_perc	vllm:kv_cache_usage_perc	vllm:kv_cache_usage_perc	gauge	engine,model_name	vLLM/KV Cache	model_name,engine	utilization/resource	KV-cache usage. 1 means 100 percent usage.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> percentage; counted/measured object: KV-cache usage. 1 means 100 percent usage.	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	vLLM engine/server; version and model-mode registration conditions apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache / KV Cache Usage [usage; percentage; absolute]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:kv_offload_allocation_failure_created	vllm:kv_offload_allocation_failure_created	vllm:kv_offload_allocation_failure_created	gauge	engine,model_name	<excluded>	<none>	error/outcome	Number of KV offload store allocation attempts that failed.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_allocation_failure_total	vllm:kv_offload_allocation_failure_total	vllm:kv_offload_allocation_failure_total	counter	engine,model_name	vLLM/KV Offloading	model_name,engine	error/outcome	Number of KV offload store allocation attempts that failed.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> events/s; counted/measured object: Number of KV offload store allocation attempts that failed.	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Admission Outcomes [admission_outcomes; events/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_cpu_allocation_size_bucket	vllm:kv_offload_cpu_allocation_size_bucket	vllm:kv_offload_cpu_allocation_size	histogram	engine,le,model_name	vLLM/KV Offloading	model_name,engine	utilization/resource	Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Allocation Size [cpu_allocation_size; observations/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_cpu_allocation_size_count	vllm:kv_offload_cpu_allocation_size_count	vllm:kv_offload_cpu_allocation_size	histogram	engine,le,model_name	vLLM/KV Offloading	model_name,engine	utilization/resource	Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> allocations/s; counted/measured object: Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Allocation Measurements [cpu_allocation_measurements; allocations/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_cpu_allocation_size_sum	vllm:kv_offload_cpu_allocation_size_sum	vllm:kv_offload_cpu_allocation_size	histogram	engine,le,model_name	vLLM/KV Offloading	model_name,engine	utilization/resource	Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> blocks/s; counted/measured object: Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Allocation Volume [cpu_allocation_volume; blocks/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_cpu_allocation_size_created	vllm:kv_offload_cpu_allocation_size_created	vllm:kv_offload_cpu_allocation_size_created	gauge	engine,model_name	<excluded>	<none>	utilization/resource	Histogram of the number of CPU blocks requested by each KV offload prepare_store call.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_cpu_cache_read_usage_perc	vllm:kv_offload_cpu_cache_read_usage_perc	vllm:kv_offload_cpu_cache_read_usage_perc	gauge	engine,model_name	vLLM/KV Offloading	model_name,engine	capacity/resource	Fraction of CPU KV-cache space currently pinned by in-flight loads that have not yet completed (0.0 = idle, 1.0 = saturated).	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> percentage; counted/measured object: Fraction of CPU KV-cache space currently pinned by in-flight loads that have not yet completed (0.0 = idle, 1.0 = saturated).	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Cache Usage [cpu_cache_usage; percentage; absolute]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_cpu_cache_usage_perc	vllm:kv_offload_cpu_cache_usage_perc	vllm:kv_offload_cpu_cache_usage_perc	gauge	engine,model_name	vLLM/KV Offloading	model_name,engine	capacity/resource	Fraction of CPU KV-cache space currently pinned by active transfers (0.0 = idle, 1.0 = saturated).	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> percentage; counted/measured object: Fraction of CPU KV-cache space currently pinned by active transfers (0.0 = idle, 1.0 = saturated).	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Cache Usage [cpu_cache_usage; percentage; absolute]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_cpu_cache_write_usage_perc	vllm:kv_offload_cpu_cache_write_usage_perc	vllm:kv_offload_cpu_cache_write_usage_perc	gauge	engine,model_name	vLLM/KV Offloading	model_name,engine	capacity/resource	Fraction of CPU KV-cache space currently pinned by in-flight stores that have not yet completed (0.0 = idle, 1.0 = saturated).	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> percentage; counted/measured object: Fraction of CPU KV-cache space currently pinned by in-flight stores that have not yet completed (0.0 = idle, 1.0 = saturated).	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / CPU KV Cache Usage [cpu_cache_usage; percentage; absolute]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_load_bytes_created	vllm:kv_offload_load_bytes_created	vllm:kv_offload_load_bytes_created	gauge	engine,model_name	<excluded>	<none>	capacity/resource	Total bytes loaded from offload storage to GPU.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_load_bytes_total	vllm:kv_offload_load_bytes_total	vllm:kv_offload_load_bytes_total	counter	engine,model_name	vLLM/KV Offloading	model_name,engine	capacity/resource	Total bytes loaded from offload storage to GPU.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> bytes/s; counted/measured object: Total bytes loaded from offload storage to GPU.	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Transfer Byte Accounting [transfer_bytes; bytes/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_load_size_bucket	vllm:kv_offload_load_size_bucket	vllm:kv_offload_load_size	histogram	engine,le,model_name	vLLM/KV Offloading	model_name,engine	workload/outcome	Histogram of KV offload load operation size, in bytes.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of KV offload load operation size, in bytes.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Load Size [load_size; observations/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_load_size_count	vllm:kv_offload_load_size_count	vllm:kv_offload_load_size	histogram	engine,le,model_name	vLLM/KV Offloading	model_name,engine	workload/outcome	Histogram of KV offload load operation size, in bytes.	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> operations/s; counted/measured object: Histogram of KV offload load operation size, in bytes.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Transfer Operations [transfer_operations; operations/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_load_size_sum	vllm:kv_offload_load_size_sum	vllm:kv_offload_load_size	histogram	engine,le,model_name	vLLM/KV Offloading	model_name,engine	workload/outcome	Histogram of KV offload load operation size, in bytes.	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> bytes/s; counted/measured object: Histogram of KV offload load operation size, in bytes.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Transfer Byte Accounting [transfer_bytes; bytes/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_load_size_created	vllm:kv_offload_load_size_created	vllm:kv_offload_load_size_created	gauge	engine,model_name	<excluded>	<none>	workload/outcome	Histogram of KV offload load operation size, in bytes.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_load_time_created	vllm:kv_offload_load_time_created	vllm:kv_offload_load_time_created	gauge	engine,model_name	<excluded>	<none>	latency	Total load time from offload storage to GPU, in seconds.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_load_time_total	vllm:kv_offload_load_time_total	vllm:kv_offload_load_time_total	counter	engine,model_name	vLLM/KV Offloading	model_name,engine	latency	Total load time from offload storage to GPU, in seconds.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> in-flight; counted/measured object: Total load time from offload storage to GPU, in seconds.	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Transfer Concurrency [transfer_concurrency; in-flight; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_lookup_async_delay_seconds_bucket	vllm:kv_offload_lookup_async_delay_seconds_bucket	vllm:kv_offload_lookup_async_delay_seconds	histogram	engine,le,model_name	vLLM/KV Offloading	model_name,engine	latency	Histogram of time between a request's offload lookup first deferring and the following lookup resolving, or request finish, in seconds.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of time between a request's offload lookup first deferring and the following lookup resolving, or request finish, in seconds.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Asynchronous Lookup Delay [lookup_async_delay; observations/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_lookup_async_delay_seconds_count	vllm:kv_offload_lookup_async_delay_seconds_count	vllm:kv_offload_lookup_async_delay_seconds	histogram	engine,le,model_name	vLLM/KV Offloading	model_name,engine	latency	Histogram of time between a request's offload lookup first deferring and the following lookup resolving, or request finish, in seconds.	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> lookups/s; counted/measured object: Histogram of time between a request's offload lookup first deferring and the following lookup resolving, or request finish, in seconds.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Lookup Measurements [lookup_measurements; lookups/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_lookup_async_delay_seconds_sum	vllm:kv_offload_lookup_async_delay_seconds_sum	vllm:kv_offload_lookup_async_delay_seconds	histogram	engine,le,model_name	vLLM/KV Offloading	model_name,engine	latency	Histogram of time between a request's offload lookup first deferring and the following lookup resolving, or request finish, in seconds.	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Histogram of time between a request's offload lookup first deferring and the following lookup resolving, or request finish, in seconds.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Offloading / KV Offload Lookup Delay Accumulation [lookup_delay_accumulation; seconds/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
vllm:kv_offload_lookup_async_delay_seconds_created	vllm:kv_offload_lookup_async_delay_seconds_created	vllm:kv_offload_lookup_async_delay_seconds_created	gauge	engine,model_name	<excluded>	<none>	latency	Histogram of time between a request's offload lookup first deferring and the following lookup resolving, or request finish, in seconds.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	KV offloading/tiering configuration	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/distributed/kv_transfer/kv_connector/v1/offloading/metrics.py; vllm/v1/kv_offload/**
