upstream_class,upstream_method,upstream_assert_id,local_test,local_assert,status
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testTwoSwitchWithOnlyOnePortCondition2,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testTwoSwitchWithOnlyOnePortCondition2#A0011,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testTwoSwitchWithOnlyOnePortcondition3,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testTwoSwitchWithOnlyOnePortcondition3#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testTwoSwitchWithOnlyOnePortcondition3,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testTwoSwitchWithOnlyOnePortcondition3#A0002,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testTwoSwitchWithOnlyOnePortcondition3,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testTwoSwitchWithOnlyOnePortcondition3#A0003,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testTwoSwitchWithOnlyOnePortcondition3,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testTwoSwitchWithOnlyOnePortcondition3#A0004,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testTwoSwitchWithOnlyOnePortcondition3,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testTwoSwitchWithOnlyOnePortcondition3#A0005,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testTwoSwitchWithOnlyOnePortcondition3,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testTwoSwitchWithOnlyOnePortcondition3#A0006,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testUnresolvableTopology,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testUnresolvableTopology#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0002,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0003,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0004,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0005,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0006,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0007,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0008,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0009,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0010,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0011,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0012,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0013,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0014,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0015,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0016,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0017,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0018,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0019,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0020,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0021,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0022,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0023,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0024,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0025,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0026,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0027,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0028,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0029,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0030,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0031,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0032,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0033,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,checkBridgeTopologyService,org.opennms.netmgt.enlinkd.EnLinkdIT#checkBridgeTopologyService#A0034,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0002,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0003,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0004,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0005,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0006,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0007,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0008,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0009,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0010,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0011,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0012,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0013,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeA,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeA#A0014,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0002,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0003,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0004,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0005,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0006,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0007,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0008,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0009,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0010,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0011,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0012,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0013,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeB,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeB#A0014,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0002,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0003,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0004,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0005,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0006,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0007,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0008,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0009,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0010,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0011,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0012,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0013,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0014,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0015,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testDeleteBridgeC,org.opennms.netmgt.enlinkd.EnLinkdIT#testDeleteBridgeC#A0016,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Equal(t, ""learned"", attachment.Labels[""fdb_status""])",ported
org.opennms.netmgt.enlinkd.EnLinkdIT,testGetSnmpNodeList,org.opennms.netmgt.enlinkd.EnLinkdIT#testGetSnmpNodeList#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_FDB,"require.Len(t, result.Attachments, 1)",ported
