authored_selector	emitted_metric	source_family	source_type	source_labels	operator_owner	entity_identity	signal_role	observation_population	cross_family_relationship	unit_algebra	label_roles_and_optionality	availability_gate	evidence_and_uncertainty	disposition	destination	source_path
"litellm_input_tokens_metric_total{team=~"".+""}"	litellm_input_tokens_metric_total	litellm_input_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By Team	team	workload/outcome	Total number of input tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of input tokens from LLM requests	identity=team; routing=team; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By Team / Request Token Throughput by Team [request_token_throughput_by_team; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_input_tokens_metric_total{user=~"".+""}"	litellm_input_tokens_metric_total	litellm_input_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By User	user	workload/outcome	Total number of input tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of input tokens from LLM requests	identity=user; routing=user; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By User / Request Token Throughput by User [request_token_throughput_by_user; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_input_tokens_metric_total{org_id=~"".+""}"	litellm_input_tokens_metric_total	litellm_input_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By Organization	org_id	workload/outcome	Total number of input tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of input tokens from LLM requests	identity=org_id; routing=org_id; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,requested_model,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By Organization / Request Token Throughput by Organization [request_token_throughput_by_organization; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_input_tokens_metric_total{end_user=~"".+""}"	litellm_input_tokens_metric_total	litellm_input_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By End User	end_user	workload/outcome	Total number of input tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of input tokens from LLM requests	identity=end_user; routing=end_user; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By End User / Request Token Throughput by End User [request_token_throughput_by_end_user; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_input_tokens_metric_total{requested_model=~"".+""}"	litellm_input_tokens_metric_total	litellm_input_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By Requested Model	requested_model	workload/outcome	Total number of input tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of input tokens from LLM requests	identity=requested_model; routing=requested_model; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By Requested Model / Request Token Throughput by Requested Model [request_token_throughput_by_requested_model; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_llm_api_failed_requests_metric_created	litellm_llm_api_failed_requests_metric_created	litellm_llm_api_failed_requests_metric_created	gauge	api_key_alias,end_user,hashed_api_key,model,model_id,team,team_alias,user	<excluded>	<none>	error/outcome	deprecated - use litellm_proxy_failed_requests_metric	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=api_key_alias,end_user,hashed_api_key,model,model_id,team,team_alias,user; no chart identity/dimension role	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_llm_api_failed_requests_metric_total	litellm_llm_api_failed_requests_metric_total	litellm_llm_api_failed_requests_metric_total	counter	api_key_alias,end_user,hashed_api_key,model,model_id,team,team_alias,user	<excluded>	<none>	error/outcome	deprecated - use litellm_proxy_failed_requests_metric	deprecated compatibility alias excluded by the recommended job	raw counter; no rendered unit because job-excluded	source labels=api_key_alias,end_user,hashed_api_key,model,model_id,team,team_alias,user; no chart identity/dimension role	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_llm_api_latency_metric_bucket	litellm_llm_api_latency_metric_bucket	litellm_llm_api_latency_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API	<global>	latency	Total latency (seconds) for a models LLM API call	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Total latency (seconds) for a models LLM API call	identity=<global>; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API / Provider API Latency Distribution [provider_api_latency_distribution; observations/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_llm_api_latency_metric_count	litellm_llm_api_latency_metric_count	litellm_llm_api_latency_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API	<global>	latency	Total latency (seconds) for a models LLM API call	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Total latency (seconds) for a models LLM API call	identity=<global>; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API / Provider Latency Measurements [provider_latency_measurements; requests/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_llm_api_latency_metric_count{service_tier=~""^([^N[:space:]][^[:space:]]*|N|N[^o[:space:]][^[:space:]]*|No|No[^n[:space:]][^[:space:]]*|Non|Non[^e[:space:]][^[:space:]]*|None[^[:space:]]+)$""}"	litellm_llm_api_latency_metric_count	litellm_llm_api_latency_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API/By Service Tier	<global>	latency	Total latency (seconds) for a models LLM API call	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Total latency (seconds) for a models LLM API call	identity=<global>; dimension=service_tier; routing=service_tier; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API/By Service Tier / Provider API Latency Measurements by Service Tier [provider_api_latency_measurements_by_service_tier; requests/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_llm_api_latency_metric_count{service_tier!~""^([^N[:space:]][^[:space:]]*|N|N[^o[:space:]][^[:space:]]*|No|No[^n[:space:]][^[:space:]]*|Non|Non[^e[:space:]][^[:space:]]*|None[^[:space:]]+)$""}"	litellm_llm_api_latency_metric_count	litellm_llm_api_latency_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API/By Service Tier	<global>	latency	Total latency (seconds) for a models LLM API call	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Total latency (seconds) for a models LLM API call	identity=<global>; routing=service_tier; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API/By Service Tier / Provider API Latency Measurements by Service Tier [provider_api_latency_measurements_by_service_tier; requests/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_llm_api_latency_metric_sum	litellm_llm_api_latency_metric_sum	litellm_llm_api_latency_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API	<global>	latency	Total latency (seconds) for a models LLM API call	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Total latency (seconds) for a models LLM API call	identity=<global>; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API / Accumulated Provider Latency [accumulated_provider_latency; seconds/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_llm_api_latency_metric_sum{service_tier=~""^([^N[:space:]][^[:space:]]*|N|N[^o[:space:]][^[:space:]]*|No|No[^n[:space:]][^[:space:]]*|Non|Non[^e[:space:]][^[:space:]]*|None[^[:space:]]+)$""}"	litellm_llm_api_latency_metric_sum	litellm_llm_api_latency_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API/By Service Tier	<global>	latency	Total latency (seconds) for a models LLM API call	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Total latency (seconds) for a models LLM API call	identity=<global>; dimension=service_tier; routing=service_tier; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API/By Service Tier / Accumulated Provider API Latency by Service Tier [accumulated_provider_api_latency_by_service_tier; seconds/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_llm_api_latency_metric_sum{service_tier!~""^([^N[:space:]][^[:space:]]*|N|N[^o[:space:]][^[:space:]]*|No|No[^n[:space:]][^[:space:]]*|Non|Non[^e[:space:]][^[:space:]]*|None[^[:space:]]+)$""}"	litellm_llm_api_latency_metric_sum	litellm_llm_api_latency_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API/By Service Tier	<global>	latency	Total latency (seconds) for a models LLM API call	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Total latency (seconds) for a models LLM API call	identity=<global>; routing=service_tier; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API/By Service Tier / Accumulated Provider API Latency by Service Tier [accumulated_provider_api_latency_by_service_tier; seconds/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_llm_api_latency_metric_bucket{api_provider=~"".+"",model=~"".+""}"	litellm_llm_api_latency_metric_bucket	litellm_llm_api_latency_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API/By Provider and Model	api_provider,model	latency	Total latency (seconds) for a models LLM API call	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Total latency (seconds) for a models LLM API call	identity=api_provider,model; routing=api_provider,model; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,end_user,hashed_api_key,le,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API/By Provider and Model / Provider API Latency Distribution by Provider and Model [provider_api_latency_distribution_by_provider_model; observations/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_llm_api_latency_metric_count{api_provider=~"".+"",model=~"".+""}"	litellm_llm_api_latency_metric_count	litellm_llm_api_latency_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API/By Provider and Model	api_provider,model	latency	Total latency (seconds) for a models LLM API call	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Total latency (seconds) for a models LLM API call	identity=api_provider,model; routing=api_provider,model; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,end_user,hashed_api_key,le,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API/By Provider and Model / Latency Measurements by Provider and Model [provider_latency_measurements_by_provider_model; requests/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_llm_api_latency_metric_sum{api_provider=~"".+"",model=~"".+""}"	litellm_llm_api_latency_metric_sum	litellm_llm_api_latency_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API/By Provider and Model	api_provider,model	latency	Total latency (seconds) for a models LLM API call	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Total latency (seconds) for a models LLM API call	identity=api_provider,model; routing=api_provider,model; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,end_user,hashed_api_key,le,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API/By Provider and Model / Accumulated Latency by Provider and Model [accumulated_provider_latency_by_provider_model; seconds/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_llm_api_latency_metric_created	litellm_llm_api_latency_metric_created	litellm_llm_api_latency_metric_created	gauge	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	<excluded>	<none>	latency	Total latency (seconds) for a models LLM API call	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user; no chart identity/dimension role	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_llm_api_time_to_first_token_metric_bucket	litellm_llm_api_time_to_first_token_metric_bucket	litellm_llm_api_time_to_first_token_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API	<global>	domain signal	Time to first token for a models LLM API call	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Time to first token for a models LLM API call	identity=<global>; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API / Provider Time-to-First-Token Distribution [provider_time_to_first_token_distribution; observations/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_llm_api_time_to_first_token_metric_count	litellm_llm_api_time_to_first_token_metric_count	litellm_llm_api_time_to_first_token_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API	<global>	latency	Time to first token for a models LLM API call	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Time to first token for a models LLM API call	identity=<global>; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API / Provider Latency Measurements [provider_latency_measurements; requests/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_llm_api_time_to_first_token_metric_count{service_tier=~""^([^N[:space:]][^[:space:]]*|N|N[^o[:space:]][^[:space:]]*|No|No[^n[:space:]][^[:space:]]*|Non|Non[^e[:space:]][^[:space:]]*|None[^[:space:]]+)$""}"	litellm_llm_api_time_to_first_token_metric_count	litellm_llm_api_time_to_first_token_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API/By Service Tier	<global>	domain signal	Time to first token for a models LLM API call	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Time to first token for a models LLM API call	identity=<global>; dimension=service_tier; routing=service_tier; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API/By Service Tier / Provider Time-to-First-Token Measurements by Service Tier [provider_time_to_first_token_measurements_by_service_tier; requests/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_llm_api_time_to_first_token_metric_count{service_tier!~""^([^N[:space:]][^[:space:]]*|N|N[^o[:space:]][^[:space:]]*|No|No[^n[:space:]][^[:space:]]*|Non|Non[^e[:space:]][^[:space:]]*|None[^[:space:]]+)$""}"	litellm_llm_api_time_to_first_token_metric_count	litellm_llm_api_time_to_first_token_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API/By Service Tier	<global>	domain signal	Time to first token for a models LLM API call	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Time to first token for a models LLM API call	identity=<global>; routing=service_tier; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API/By Service Tier / Provider Time-to-First-Token Measurements by Service Tier [provider_time_to_first_token_measurements_by_service_tier; requests/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_llm_api_time_to_first_token_metric_sum	litellm_llm_api_time_to_first_token_metric_sum	litellm_llm_api_time_to_first_token_metric	histogram	api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user	LiteLLM/Provider API	<global>	latency	Time to first token for a models LLM API call	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Time to first token for a models LLM API call	identity=<global>; remaining=api_key_alias,api_provider,end_user,hashed_api_key,le,model,model_id,org_alias,org_id,requested_model,service_tier,team,team_alias,user retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Provider API / Accumulated Provider Latency [accumulated_provider_latency; seconds/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
